log_light_to_mass_ratio,log_Omega,log_prob
-1.0,1.0,-31295.138671875
-0.9411764705882353,1.0,-31980.984375
-0.8823529411764706,1.0,-32924.7578125
-0.8235294117647058,1.0,-34273.2109375
-0.7647058823529411,1.0,-35614.87109375
-0.7058823529411764,1.0,-37912.73828125
-0.6470588235294118,1.0,-39685.359375
-0.5882352941176471,1.0,-41087.984375
-0.5294117647058824,1.0,-42134.45703125
-0.47058823529411764,1.0,-42830.16015625
-0.4117647058823529,1.0,-42609.6484375
-0.3529411764705882,1.0,-41374.27734375
-0.2941176470588236,1.0,-39315.6953125
-0.23529411764705888,1.0,-36936.7109375
-0.17647058823529416,1.0,-34465.1171875
-0.11764705882352944,1.0,-32408.6875
-0.05882352941176472,1.0,-30713.888671875
0.0,1.0,-29422.0234375
0.05882352941176472,1.0,-28569.48046875
0.11764705882352944,1.0,-28290.0234375
0.17647058823529416,1.0,-28559.55078125
0.23529411764705888,1.0,-29373.18359375
0.2941176470588236,1.0,-30611.771484375
0.3529411764705883,1.0,-32108.46484375
0.4117647058823528,1.0,-33610.34765625
0.47058823529411753,1.0,-34900.8828125
0.5294117647058822,1.0,-35630.5078125
0.588235294117647,1.0,-35732.0078125
0.6470588235294117,1.0,-35313.21484375
0.7058823529411764,1.0,-34538.71875
0.7647058823529411,1.0,-33437.8203125
0.8235294117647058,1.0,-32021.55078125
0.8823529411764706,1.0,-30653.6484375
0.9411764705882353,1.0,-29580.69921875
1.0,1.0,-28682.21484375
-1.0,1.0294117647058822,-31248.466796875
-0.9411764705882353,1.0294117647058822,-31921.98828125
-0.8823529411764706,1.0294117647058822,-32801.7890625
-0.8235294117647058,1.0294117647058822,-33699.828125
-0.7647058823529411,1.0294117647058822,-35200.4609375
-0.7058823529411764,1.0294117647058822,-36921.19140625
-0.6470588235294118,1.0294117647058822,-38666.66015625
-0.5882352941176471,1.0294117647058822,-39834.33203125
-0.5294117647058824,1.0294117647058822,-40515.76953125
-0.47058823529411764,1.0294117647058822,-41196.671875
-0.4117647058823529,1.0294117647058822,-41412.609375
-0.3529411764705882,1.0294117647058822,-40887.390625
-0.2941176470588236,1.0294117647058822,-39328.8828125
-0.23529411764705888,1.0294117647058822,-37158.328125
-0.17647058823529416,1.0294117647058822,-34960.5
-0.11764705882352944,1.0294117647058822,-32995.796875
-0.05882352941176472,1.0294117647058822,-31436.35546875
0.0,1.0294117647058822,-30394.935546875
0.05882352941176472,1.0294117647058822,-29969.1484375
0.11764705882352944,1.0294117647058822,-30094.298828125
0.17647058823529416,1.0294117647058822,-30795.474609375
0.23529411764705888,1.0294117647058822,-32040.560546875
0.2941176470588236,1.0294117647058822,-33596.8125
0.3529411764705883,1.0294117647058822,-35243.96875
0.4117647058823528,1.0294117647058822,-36789.04296875
0.47058823529411753,1.0294117647058822,-37990.62109375
0.5294117647058822,1.0294117647058822,-38490.328125
0.588235294117647,1.0294117647058822,-38178.25
0.6470588235294117,1.0294117647058822,-37269.48046875
0.7058823529411764,1.0294117647058822,-35785.00390625
0.7647058823529411,1.0294117647058822,-34156.30078125
0.8235294117647058,1.0294117647058822,-32271.4375
0.8823529411764706,1.0294117647058822,-30562.974609375
0.9411764705882353,1.0294117647058822,-29042.001953125
1.0,1.0294117647058822,-27807.49609375
-1.0,1.0588235294117647,-29552.515625
-0.9411764705882353,1.0588235294117647,-30654.052734375
-0.8823529411764706,1.0588235294117647,-31674.296875
-0.8235294117647058,1.0588235294117647,-33032.0859375
-0.7647058823529411,1.0588235294117647,-35438.34375
-0.7058823529411764,1.0588235294117647,-37794.66796875
-0.6470588235294118,1.0588235294117647,-39635.58984375
-0.5882352941176471,1.0588235294117647,-40701.6484375
-0.5294117647058824,1.0588235294117647,-41533.00390625
-0.47058823529411764,1.0588235294117647,-42033.7734375
-0.4117647058823529,1.0588235294117647,-41593.671875
-0.3529411764705882,1.0588235294117647,-40266.65234375
-0.2941176470588236,1.0588235294117647,-38366.4765625
-0.23529411764705888,1.0588235294117647,-36145.140625
-0.17647058823529416,1.0588235294117647,-33918.33984375
-0.11764705882352944,1.0588235294117647,-31952.46875
-0.05882352941176472,1.0588235294117647,-30336.7890625
0.0,1.0588235294117647,-29240.47265625
0.05882352941176472,1.0588235294117647,-28708.23828125
0.11764705882352944,1.0588235294117647,-28743.5234375
0.17647058823529416,1.0588235294117647,-29402.59375
0.23529411764705888,1.0588235294117647,-30674.458984375
0.2941176470588236,1.0588235294117647,-32444.30078125
0.3529411764705883,1.0588235294117647,-34485.875
0.4117647058823528,1.0588235294117647,-36523.83203125
0.47058823529411753,1.0588235294117647,-38386.4140625
0.5294117647058822,1.0588235294117647,-39754.50390625
0.588235294117647,1.0588235294117647,-40423.66015625
0.6470588235294117,1.0588235294117647,-40308.04296875
0.7058823529411764,1.0588235294117647,-39332.97265625
0.7647058823529411,1.0588235294117647,-37653.828125
0.8235294117647058,1.0588235294117647,-35583.49609375
0.8823529411764706,1.0588235294117647,-33613.30078125
0.9411764705882353,1.0588235294117647,-31663.24609375
1.0,1.0588235294117647,-29972.70703125
-1.0,1.0882352941176472,-27178.40625
-0.9411764705882353,1.0882352941176472,-28830.48828125
-0.8823529411764706,1.0882352941176472,-30956.357421875
-0.8235294117647058,1.0882352941176472,-32933.54296875
-0.7647058823529411,1.0882352941176472,-34880.51171875
-0.7058823529411764,1.0882352941176472,-36736.90234375
-0.6470588235294118,1.0882352941176472,-37943.14453125
-0.5882352941176471,1.0882352941176472,-39136.00390625
-0.5294117647058824,1.0882352941176472,-40315.703125
-0.47058823529411764,1.0882352941176472,-41226.6640625
-0.4117647058823529,1.0882352941176472,-41568.30078125
-0.3529411764705882,1.0882352941176472,-40575.61328125
-0.2941176470588236,1.0882352941176472,-38542.859375
-0.23529411764705888,1.0882352941176472,-36519.24609375
-0.17647058823529416,1.0882352941176472,-34275.17578125
-0.11764705882352944,1.0882352941176472,-32218.771484375
-0.05882352941176472,1.0882352941176472,-30561.93359375
